timestamp_ms,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,acc_y_lowpass,acc_x_lowpass,acc_z_lowpass,gyr_x_lowpass,gyr_y_lowpass,pca_1,pca_2,pca_3,acc_r,gyr_r,cluster,label,set
2024-03-15 11:01:21.021,1.4504119934162825,-7.103078572978073,-4.930575641915934,-199.414093729803,266.5757998576656,167.3117647526445,-7.103078572978073,1.4504119934162825,-4.930575641915934,-199.414093729803,266.5757998576656,-0.5660123738987917,-0.1174233222784179,-0.3819841267950122,8.767439553552721,372.5880627079685,0,rest,2
2024-03-15 11:01:21.434,4.946095385133645,-5.320353155602226,-8.147718025398948,-167.49241356253862,134.45100313740295,37.648132532374035,-5.320353155602226,4.946095385133645,-8.147718025398948,-167.49241356253862,134.45100313740295,-0.15409899530636384,-0.1374766791893279,-0.41625721948058725,10.915829161386588,218.05541206040633,0,rest,2
2024-03-15 11:01:21.846,8.604502263703337,1.4371478485088165,1.5655204432057337,-198.04325812226676,210.5073317015751,67.7406302489329,1.4371478485088165,8.604502263703337,1.5655204432057337,-198.04325812226676,210.5073317015751,-0.519115401556898,0.06005231127829415,-0.4253632755082031,8.863052939176457,296.8556244613236,2,ohp,3
2024-03-15 11:01:22.259,-11.550326087490832,-6.515757286840816,0.10927642061802828,-124.23192374129927,131.34936388869667,-41.34939708523763,-6.515757286840816,-11.550326087490832,0.10927642061802828,-124.23192374129927,131.34936388869667,-0.34250199548803706,-0.3362798716598112,0.2077596834406626,13.261865143504272,185.46158337979838,4,row,4
2024-03-15 11:01:22.671,-2.7847249679833994,-17.0450816790422,-16.375322364041175,12.346948702336295,-17.202086139057286,-64.14145656959646,-17.0450816790422,-2.7847249679833994,-16.375322364041175,12.346948702336295,-17.202086139057286,0.4268469669039422,-0.4414417384805153,-0.09396541601033252,23.800014393247693,67.54617206521107,3,row,4
2024-03-15 11:01:23.084,0.25905228069736075,7.358582125325388,-11.349472674312468,254.24931413357257,-261.95324856424077,-94.6244958221563,7.358582125325388,0.25905228069736075,-11.349472674312468,254.24931413357257,-261.95324856424077,0.7600409693707474,0.36770531993604494,0.1941396520402949,13.528723848325761,377.1153847038705,2,rest,5
2024-03-15 11:01:23.511,-18.313981147013596,-8.311972612115952,-0.570330225022189,-100.66819279724209,175.70651088797794,218.79029639622235,-8.311972612115952,-18.313981147013596,-0.570330225022189,-100.66819279724209,175.70651088797794,-0.7067465832997922,-0.11172561916472555,0.34412418554697516,20.120041518926072,298.1208761670954,4,dead,6
2024-03-15 11:01:23.938,-1.601615896171963,10.801139778662597,-1.6161762044890688,147.77771215843663,45.4038358043548,126.67699781134503,10.801139778662597,-1.601615896171963,-1.6161762044890688,147.77771215843663,45.4038358043548,-0.14879527996251438,0.5205307671269607,0.11354178221673905,11.03819820084034,199.8670115127208,2,ohp,7
2024-03-15 11:01:24.365,-7.136788310658154,7.774710208351816,-3.4864020030305936,-18.485252984038425,62.03013187840629,109.09191407032776,7.774710208351816,-7.136788310658154,-3.4864020030305936,-18.485252984038425,62.03013187840629,-0.2626968497242657,0.284909940012872,0.0985054702632206,11.114623931637658,126.84828557873438,2,ohp,7
2024-03-15 11:01:24.792,-0.09694827273610929,9.147142256889087,0.1220156176209991,13.37602659905068,-57.198769594541254,140.17853127083842,9.147142256889087,-0.09694827273610929,0.1220156176209991,13.37602659905068,-57.198769594541254,-0.21213540831699562,0.5121106406670799,0.08007844522784088,9.14846972155977,151.98894025539278,2,ohp,7
2024-03-15 11:01:25.219,2.0571603342091795,4.125047495939182,-5.670579803364607,45.03588100184254,-184.71552819846514,250.79881331999783,4.125047495939182,2.0571603342091795,-5.670579803364607,45.03588100184254,-184.71552819846514,-0.034224072908383994,0.6268970586045163,0.03135388800186822,7.307763049711198,314.71908378420466,2,rest,8
2024-03-15 11:01:25.646,-0.40254862488720944,-3.6115702418679505,-10.468069824664441,55.65783542864688,-43.10571923743555,52.93253239729744,-3.6115702418679505,-0.40254862488720944,-10.468069824664441,55.65783542864688,-43.10571923743555,0.1966776153205945,0.08542388175121234,-0.04396061900373579,11.080883126420698,88.07809410727451,0,dead,9
2024-03-15 11:01:26.073,1.336976242889957,-1.6001804726476452,-9.972468358624452,-19.547190965119206,9.786000083322726,-12.601382523456778,-1.6001804726476452,1.336976242889957,-9.972468358624452,-19.547190965119206,9.786000083322726,0.16365234005217777,-0.008136061473121917,-0.1715098709596564,10.188140565523272,25.231989889030004,0,rest,10
2024-03-15 11:01:26.499,0.7087274859756021,-2.276296578485472,-10.164959154754802,8.476501704880121,-3.444858692148985,6.423501571734017,-2.276296578485472,0.7087274859756021,-10.164959154754802,8.476501704880121,-3.444858692148985,0.17676711403286163,0.017744167647768656,-0.12878134305452743,10.440795725443317,11.179423285830957,0,rest,10
2024-03-15 11:01:26.926,0.997543928458227,-1.8955845908040259,-9.97010816426338,-8.815739287374228,1.8769400624120651,-5.236436483205902,-1.8955845908040259,0.997543928458227,-9.97010816426338,-8.815739287374228,1.8769400624120651,0.16862410643438586,0.00228174270201965,-0.14917622708953507,10.197616958741333,10.424031380588351,0,rest,10
2024-03-15 11:01:27.353,0.9056200332242712,-2.046662121499818,-10.068458235008634,-0.9858013055946245,-2.4194631745939925,-0.7291962805713839,-2.046662121499818,0.9056200332242712,-10.068458235008634,-0.9858013055946245,-2.4194631745939925,0.17551268694180577,0.010125186129153304,-0.13988153513587845,10.31420499671557,2.7124405031129526,0,rest,10
2024-03-15 11:01:27.780,0.9388125551640004,-1.9822538825624685,-10.086802342794648,-4.04150684419315,-0.8730033953139591,-1.442798717181785,-1.9822538825624685,0.9388125551640004,-10.086802342794648,-4.04150684419315,-0.8730033953139591,0.17312759842247666,0.008338743077981766,-0.1444999352657872,10.322513306907148,4.379221464848653,0,rest,10
2024-03-15 11:01:28.203,0.7977615158700688,-1.9845512681373696,-9.991481617431795,-0.29311733611702007,-0.022805453862949597,0.11308102530901924,-1.9845512681373696,0.7977615158700688,-9.991481617431795,-0.29311733611702007,-0.022805453862949597,0.17006251223158,0.011002195971517123,-0.13698643853757855,10.217855552098317,0.3150002853064935,0,rest,10
2024-03-15 11:01:28.630,0.9058596098673362,-1.9229389670498593,-10.044352536858261,-1.46208253952824,-0.6068590979065921,-0.2510244823942128,-1.9229389670498593,0.9058596098673362,-10.044352536858261,-1.46208253952824,-0.6068590979065921,0.17215041157664934,0.012258311126725993,-0.14139216683853983,10.266805432483794,1.6028027351694383,0,rest,10
2024-03-15 11:01:29.055,0.7596647037949759,-1.860992831551064,-9.954423883163264,-1.595603408206793,0.9567224325879771,-0.7714544339890621,-1.860992831551064,0.7596647037949759,-9.954423883163264,-1.595603408206793,0.9567224325879771,0.16787892241962818,0.01119746043510714,-0.1372156651650909,10.155340448599818,2.014053125669622,0,rest,10
