timestamp_ms,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,acc_y_lowpass,acc_x_lowpass,acc_z_lowpass,gyr_x_lowpass,gyr_y_lowpass,pca_1,pca_2,pca_3,acc_r,gyr_r,cluster,label,set
2024-03-15 11:01:16.878,-5.398375960199615,-7.400621455987105,-3.6392598507479526,-2.3520146954735166,0.332232019696721,-3.106266431392492,-7.400621455987105,-5.398375960199615,-3.6392598507479526,-2.3520146954735166,0.332232019696721,-0.0302041309432933,-0.13506374911850316,0.15572305442156775,9.856767888296032,3.9104018189223204,1,dead,1
2024-03-15 11:01:17.293,-5.456808649327456,-7.402411317936801,-3.7403260735717523,-1.4719474179756182,-0.524996925027668,-1.213910146190813,-7.402411317936801,-5.456808649327456,-3.7403260735717523,-1.4719474179756182,-0.524996925027668,-0.02875304241462567,-0.13261550618455922,0.1564438391469407,9.927864477919432,1.978845323818564,1,dead,1
2024-03-15 11:01:17.705,-5.427955585505369,-7.439332609736992,-3.6929717364822734,-2.2526716004145344,0.046842442805356946,0.4043846731590505,-7.439332609736992,-5.427955585505369,-3.6929717364822734,-2.2526716004145344,0.046842442805356946,-0.03289941779159818,-0.13164949899362594,0.15560758672084188,9.921915730491367,2.289159347369271,1,dead,1
2024-03-15 11:01:18.133,-5.372302238754211,-7.371475033691957,-3.764716370153116,-0.36614312855439485,-0.8955261742425836,-1.8938674839235874,-7.371475033691957,-5.372302238754211,-3.764716370153116,-0.36614312855439485,-0.8955261742425836,-0.025520839036199332,-0.13146399464928302,0.15482463154291243,9.86779432621932,2.126678623112627,1,dead,1
2024-03-15 11:01:18.546,-5.503514266538049,-7.456556307068661,-3.684632053815416,-4.568148820159623,0.41339860503235315,3.2438932013036648,-7.456556307068661,-5.503514266538049,-3.684632053815416,-4.568148820159623,0.41339860503235315,-0.03926228993653759,-0.1303398962433061,0.1556092866770132,9.973234912227692,5.617982302502615,1,dead,1
2024-03-15 11:01:18.958,-5.25094266665727,-7.338922065889437,-3.8598008780275794,1.1349220125354211,-1.5819329514143248,-7.349216155867064,-7.338922065889437,-5.25094266665727,-3.8598008780275794,1.1349220125354211,-1.5819329514143248,-0.013790533938608662,-0.13603772604751438,0.1517848736627033,9.81479693094784,7.602732268268123,1,dead,1
2024-03-15 11:01:19.371,-5.720126893149637,-7.643553773206424,-3.5963715882980303,-6.865688923044292,3.4218946439153615,12.164729698668589,-7.643553773206424,-5.720126893149637,-3.5963715882980303,-6.865688923044292,3.4218946439153615,-0.05835765270284313,-0.1272518610480413,0.15904324811594,10.201845644722782,14.381505344842706,1,dead,1
2024-03-15 11:01:19.783,-4.64126330427905,-7.162476609459918,-3.9233684085054823,4.039205795246881,-7.165928033989397,-30.697065523942165,-7.162476609459918,-4.64126330427905,-3.9233684085054823,4.039205795246881,-7.165928033989397,0.027685394422509075,-0.1528653609864346,0.1418866493865313,9.393360203333339,31.780112331863617,1,dead,1
2024-03-15 11:01:20.196,-6.170852273668797,-8.55265831203493,-3.0694665154596437,-36.21989001581899,-15.275599207141955,2.273331775497785,-8.55265831203493,-6.170852273668797,-3.0694665154596437,-36.21989001581899,-15.275599207141955,-0.0686203433201149,-0.16531798338667822,0.17470613760626078,10.98403417125928,39.375022555634786,1,dead,1
2024-03-15 11:01:20.609,-1.131603458962604,-5.707915839921244,-7.430349599648106,162.18237671996687,-12.849132723900462,-146.51170182078886,-5.707915839921244,-1.131603458962604,-7.430349599648106,162.18237671996687,-12.849132723900462,0.4145412430592771,-0.1727849029775012,0.11044542045510702,9.437739390179766,218.93812436557826,0,dead,1
