,timestamp_ms,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,acc_y_lowpass,acc_x_lowpass,acc_z_lowpass,gyr_x_lowpass,gyr_y_lowpass,pca_1,pca_2,pca_3,acc_r,gyr_r,cluster,label,set,reps,reps_predicted
0,2024-03-15 18:11:46.719,-7.062809055617414,5.18634563578498,3.570263325084989,0.3611946087089031,-4.242486131978687,-0.0818734942879703,5.18634563578498,-7.062809055617414,3.570263325084989,0.3611946087089031,-4.242486131978687,-0.1918336395535702,0.0984362555846071,0.0177063603908642,9.461936008047411,4.2586210672539035,0,squat,1,5,0
1,2024-03-15 18:11:47.133,-6.921776286502342,5.110222649164749,3.7726104842473824,-0.698428769249925,0.5874524308834159,1.2456650610381097,5.110222649164749,-6.921776286502342,3.7726104842473824,-0.698428769249925,0.5874524308834159,-0.1835960916850646,0.1019174018970101,-0.0006350976928236,9.39457036539063,1.5442100079192198,0,squat,1,5,0
2,2024-03-15 18:11:47.546,-6.967970368144158,5.2382168937362845,3.659493275486617,-0.315056139639983,2.1393187475645608,-3.438108457369985,5.2382168937362845,-6.967970368144158,3.659493275486617,-0.315056139639983,2.1393187475645608,-0.189441430597968,0.102135504562645,-0.0122132508640837,9.454280422670516,4.061592648142483,0,squat,1,5,0
3,2024-03-15 18:11:47.959,-7.605957808062499,4.809265877809369,3.354688937294326,0.299241138644242,5.601284925488434,-8.322734710058041,4.809265877809369,-7.605957808062499,3.354688937294326,0.299241138644242,5.601284925488434,-0.2019135290249418,0.0726659020656319,-0.0298412350175757,9.60383102347669,10.036525849593872,0,squat,1,5,0
4,2024-03-15 18:11:48.371,-7.379593324329133,4.295156081745828,3.414265100504625,2.347313007346783,-7.188286381838364,2.2557731469043185,4.295156081745828,-7.379593324329133,3.414265100504625,2.347313007346783,-7.188286381838364,-0.1830815159098887,0.0629023712488078,0.0340628138381,9.195866983355357,7.891124885089381,0,squat,1,5,0
5,2024-03-15 18:11:48.784,-7.305147395149024,4.722067955495439,3.527702323318022,-0.8873489890045287,-3.3970637858206176,16.482530136562527,4.722067955495439,-7.305147395149024,3.527702323318022,-0.8873489890045287,-3.3970637858206176,-0.1887493289598602,0.0804586707320394,0.0321044872110535,9.386574877084442,16.852336048628782,0,squat,1,5,0
6,2024-03-15 18:11:49.196,-6.0228783217862105,5.886877960061195,3.645757162342562,-25.423247334572093,20.06091218814687,37.01001350317961,5.886877960061195,-6.0228783217862105,3.645757162342562,-25.423247334572093,20.06091218814687,-0.1794581805156243,0.1330437598913331,-0.0434485495172332,9.177251259634806,49.178479057011344,0,ohp,2,5,0
7,2024-03-15 18:11:49.609,-5.446388973231694,7.235512032911818,3.7314201800735214,-22.06072129143426,15.63565907809136,9.564150377002884,7.235512032911818,-5.446388973231694,3.7314201800735214,-22.06072129143426,15.63565907809136,-0.1921117918889295,0.1842530638994906,-0.0567472459369735,9.79486006977187,28.681391722483866,0,squat,3,5,0
8,2024-03-15 18:11:50.021,-5.57460476044311,6.53022685509385,4.515854150239989,-18.937211028863707,10.43788812452736,9.459546817957587,6.53022685509385,-5.57460476044311,4.515854150239989,-18.937211028863707,10.43788812452736,-0.1679337283536023,0.1807483878204676,-0.0325879071096371,9.701186510957493,23.601917211383444,0,squat,3,5,0
9,2024-03-15 18:11:50.434,-3.732038531842891,7.412760787324091,4.216900090192864,-26.998634029473056,35.02231185330208,53.58760443452744,7.412760787324091,-3.732038531842891,4.216900090192864,-26.998634029473056,35.02231185330208,-0.1437560581696146,0.2202194328274644,-0.0972041042987963,9.309102022425057,69.47747776106117,0,ohp,4,5,0
